"Séquentiel","SID","Heure de soumission","Heure de complétion","Heure de modification","Brouillon","Adresse IP","UID","Nom d'utilisateur","1 - Vous êtes ? ","Votre statut :","Votre ancienneté dans la profession d'enseignant/chercheur (permanent ou non)","Autre statut :","Ancienneté de nomination sur votre premier poste (MCF, PU ou assimilé)","Obtention de l'HDR","Ancienneté de nomination sur votre poste actuel (MCF, PU ou assimilé)","Type de votre établissement","Autre établissement : ","Ville ","Vous êtes rattaché.e à :","Formation en informatique","Formation à forte composante informatique","Autres formations","Vous êtes membre d'un laboratoire","Au total","En Informatique","Distance en temps pour transiter de votre lieu d'enseignement à celui de la recherche","Commentaires éventuels (sur le formulaire ou sur votre situation personnelle)","Faites vous des heures complémentaires ?","Vous les faîtes majoritairement","cette année","ces cinq dernières années","Si vous avez une décharge d'enseignement, à combien se monte-elle en heures en moyenne par an  ","Combien de mois d'aménagement de temps (CRCT, délégation....) avez-vous obtenus ces dix dernières années","Quantité d'étudiants (TD/TP)","Quantité d'heures d'enseignement","Etat général des locaux et matériels","Equilibre volume CM/TD/TP","Organisation (rythme, doublons, horaires...) des enseignements","Relation avec les étudiants","Equipe pédagogique (relations, nombre...)","Equipe technique  (relations, nombre, support, ...)","Equipe administrative  (relations, nombre, support, ...)","Evaluation de vos enseignements","Charges administratives (volume, complexité...)","Responsabilités pédagogiques (UE, Année...)","Responsabilité de filière","Pensez-vous qu'il soit reconnu intitutionnellement ?","Appréciation personnelle sur l'enseignement","Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de l'enseignement)","Quantité de doctorants/stagiaires/... ces 5 dernières années contribuant à votre recherche","Nbe d'heures de recherche disponibles","Etat général des locaux et matériels","Moyens financiers pérennes","Moyens financiers issus de projets","Equilbre montage de projet/réalisation concrète de projets","Ratio temps montage / taux de succès aux appels nationaux","Ratio temps montage / taux de succès aux appels internationaux","Retio temps montage-discussion / taux de succès aux contrats industriels","Equipe de recherche (relations, nombre...)","Equipe technique (relations, nombre, support, ...)","Equipe administrative  (relations, nombre, support, ...)","Charges administratives (projet, ..)","Animation (séminaire, médiatisation...)","Responsabilités locales (équipes, laboratoire...)","Responsabilités nationales ou internationales","Appréciation personnelle sur la recherche","Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de la recherche)","Avez-vous des charges administratives ?","Resp. administratives","Resp. pédagogiques","Resp. électives (Conseils de composantes, de laboratoire, ...)","Autres","J'apprécie mes charges/activités administratives","J'ai  beaucoup de charges administratives","Je ne les ai pas vraiment ""choisies"" (elles m'ont été imposées / je les ai acceptées parce que personne ne voulait les prendre en charge)","Il y a des charges administratives que j'aurais voulu assurer mais que je n'ai pas pu obtenir","Certains  de mes collègues se défilent trop souvent à accepter ces charges","Mes responsabilités administratives sont bien prises en compte lors de l'évaluation de mon dossier RIPEC","Mes charges/activités administratives influent positivement sur le déroulement de ma carrière","Les moyens financiers pérennes nécessaires à ces activités sont suffisants","Les équipe administratives et/ou techniques nécessaires à ces activités sont suffisantes","J'ai assez d'automie dans ces activités","Quel serait pour vous, la répartition ""idéale"" entre Enseignement/Rech/Adm (donnez votre réponse sous la forme d'un ratio E/R/A - Ex. 45/45/10)","Pensez-vous avoir de bonnes chances d'avoir la RIPEC3 ?","Pensez-vous avoir de bonnes chances de progresser dans votre carrière (changement de grade, de classe... ?","Finalement trouvez vous ce métier encore intéressant ?","Pensez-vous qu'il est attirant pour de jeunes chercheurs ?","Le conseilleriez-vous à un futur docteur en Informatique ?","Pouvez-vous expliquer vos réponses merci ..."
"87","15927297","4/11/2023 11:32","4/11/2023 11:32","4/11/2023 11:32","0","0.0.0.0","0","Anonymous","Une femme","Maître de Conférences (avec HDR)","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une forte composante en informatique",">200","","","majoritairement informatique (rattaché INS2I ou INSIS)","50 - 100","50 - 100","75","","Oui","Par nécessité de service","bcp plus !","121 - 150","0","0","5","4","3","4","4","3","3","3","4","4","3","3","3","0","J'aime toujours enseigner mais un demi service me suffirait","Il faut prendre des responsabilités (ce sont toujours les mêmes personnes qui sont sollicitées) mais quand on veut ""monter en grade"" il nous est reproché de ne pas avoir un dossier Recherche digne d'un DR....","1","1","3","0","0","0","0","0","0","1","3","4","NSPP","NSPP","NSPP","NSPP","J'aime toujours faire de la recherche mais j'ai reduit pour des raisons personnelles","Avec les responsabilités pédagogiques/administratives, il est difficile de tout faire","Oui","5 - 8","5 - 8","","","3","4","3","NSPP","5","0","0","0","2","3","40/40/20","Non","Non","2","1","1","Déprimant... (0 évolution, 0 reconnaissance (sauf si vous êtes un cador en Recherche), ...)"
"88","15927511","4/11/2023 11:42","4/11/2023 11:42","4/11/2023 11:42","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","","","","","","Ecole d'Ingénieurs (hors Université)","","","une Ecole d'ingénieur avec une forte composante en Informatique",">200","",">200","majoritairement informatique (rattaché INS2I ou INSIS)","101 - 200","101 - 200","0","","De façon très exceptionnelle","","","","0","0","3","4","4","4","5","4","4","4","4","4","NSPP","4","NSPP","0","J'aime toujours enseigner mais un demi service me suffirait","Les relations élèves/enseignants ont changées, les élèves étant plus consommateurs d'une prestation de service.  L'évaluation des enseignements poussée par la CTI et la direction des écoles pousse également dans cette voie. Des élèves ayant des difficultés ou des remarques sur un enseignement, ont tendance à ne plus en parler avec l'enseignant concerné mais à attendre les évaluations des enseignements ou à en référer au directeur de département sans essayer au préalable un dialogue avec l'enseignant. Cette déresponsabilisation de l'enseignant induit en retour une baisse de motivation de ce dernier. ","2","4","3","5","3","4","4","NSPP","3","4","5","3","4","4","4","4","J'aime toujours faire de la recherche","L'équipe système est celle de l'université qui nous impose le système de l'université sans jamais se préoccuper des besoins du laboratoire.  Les moyens pérennes sont très faibles au moins en termes de ressources humaines.  Outre le montage de dossier, c'est ajouté ces derniers temps le temps nécessaire pour obtenir des moyens de calculs afin de réaliser les projets. Cela induit également des rapports à rédiger, des appels auxquels il faut répondre,.....
 ","Non","<5","5 - 8","","","3","4","5","4","1","3","3","4","5","4","50/40/10","Je ne suis pas ou plus concerné","Non","2","2","1","Mon fils veut faire un thèse. J'ai dis OK à condition de ne pas finir enseignant-chercheur.  
"
"89","15927660","4/11/2023 11:47","4/11/2023 11:47","4/11/2023 11:47","0","0.0.0.0","0","Anonymous","Une femme","Maître de Conférences (avec HDR)","","","","","","Autres établissement","Université Paris-Dauphine PSL Research University","","une UFR avec une composante en informatique",">200",">200","50 - 100","majoritairement informatique (rattaché INS2I ou INSIS)","50 - 100","50 - 100","0","","Oui","Un peu des deux","bcp plus !","bcp plus !","0","0","3","3","2","4","4","4","4","2","4","4","3","3","3","2","J'aime toujours enseigner","J'aime enseigner mais je sais que mon investissement en enseignement se fait au détriment de ma carrière et de mon investissement en recherche ...","0","1","3","2","0","2","2","0","0","2","2","3","3","3","3","2","S'il y a un moyen de ne plus en faire sans pénaliser ma carrière, ça m'intéresse","A force de passer beaucoup de temps pour les enseignements, j'ai du mal à avancer correctement en recherche et je me démotive","Oui","<5","9 - 15","","","3","3","4","2","4","1","1","3","2","3","0.3/0.3/0.3","Non","Non","3","1","1","J'hésite à proposer un sujet de thèse à un.e doctorant.e compte-tenues des perspectives de carrière dans l'ENS."
"90","15927742","4/11/2023 11:50","4/11/2023 11:50","4/11/2023 11:50","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","un autre département d'IUT","","",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","10","","Oui","Un peu des deux","51 - 80","51 - 80","0","0","5","5","2","3","5","2","1","1","1","2","1","1","1","1","S'il y a un moyen de ne plus en enseigner, ça m'intéresse","","5","5","4","2","3","3","3","3","3","4","1","1","3","3","3","3","S'il y a un moyen de ne plus en faire sans pénaliser ma carrière, ça m'intéresse","","Oui","5 - 8","<5","","<5","4","4","4","0","3","4","4","2","2","3","30/40/30","Oui","Oui","5","1","3",""
"91","15927775","4/11/2023 11:52","4/11/2023 11:52","4/11/2023 11:52","0","0.0.0.0","0","Anonymous","Un homme","Autre statut","","ATER","","","","Université (y compris Ecole d'ingénieur d'Université)","","","une Ecole d'ingénieur avec une forte composante en Informatique","<50","<50","<50","pluridiciplinaire avec une forte composante informatique","<50","<50","0","","Non","","","","0","0","5","3","NSPP","NC","3","4","5","5","4","2","4","4","4","0","J'aime toujours enseigner","","NC","2","NC","NC","NC","NC","NC","NC","NC","5","5","5","3","4","5","4","S'il y a un moyen de ne plus en faire sans pénaliser ma carrière, ça m'intéresse","","Non","","","","","","","","","","","","","","","50/20/30","Qui sait, sur un malentendu ...","Qui sait, sur un malentendu ...","4","2","1","C'est un enfer !  J'ai fait 8 années d'études, partis a l'étranger plus de 2 ans dans le cadre des études et du doctorat. Pour finalement faire plus d""heures que tout mes amis (arrêter avant en terme d'étude), être moins payé, et surtout devoir lutter et me donner à 200% encore pour avoir ne serais que la chance d'avoir un CDI.
Honnêtement, plus je pense à la thèse, plus je me dit que ca a été la plus grosse erreur de ma vie. Je me suis bouché des voies. Ou alors il faudrait travailler a l'étranger. Je ne voit pas une seule raison qui me ferais conseiller ce métier a un amis.  "
"92","15927798","4/11/2023 11:53","4/11/2023 11:53","4/11/2023 11:53","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","Autre","","",">200","majoritairement informatique (rattaché INS2I ou INSIS)","101 - 200","","35","","Oui","Par nécessité de service","51 - 80","<50","0","0","3","3","5","3","4","3","5","5","5","4","3","NSPP","NSPP","1","J'aime toujours enseigner","","1","3","4","2","2","2","2","5","5","3","3","3","3","4","5","5","J'aime toujours faire de la recherche","","Non","","","","","","","","","","","","","","","45/45/10","Je ne suis pas ou plus concerné","Non","4","2","2","Il manque la possibilité sur la partie administrative de parler du passé. J'ai été vp cevu (appelé cfvu aujourd'hui) puis directeur de site d'iut, puis chef de département (2 fois). Tout de suite je n'ai plus de responsabilités mais il est indéniable que tout cela a un impact sur mon exercice du métier et ma vision de ce dernier."
"93","15928334","4/11/2023 12:15","4/11/2023 12:15","4/11/2023 12:15","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","un autre département d'IUT","<50","","151 - 200","majoritairement informatique (rattaché INS2I ou INSIS)","101 - 200","101 - 200","5","","Oui","Un peu des deux","81 - 120","51 - 80","0","0","4","1","4","4","4","4","4","4","4","4","1","1","NC","0","S'il y a un moyen de ne plus en enseigner, ça m'intéresse","J'aime encore enseigner mais j'aime encore plus la recherche. ","2","0","4","0","2","3","2","NC","NC","3","3","3","NC","1","1","1","J'aime toujours faire de la recherche","J'aime la recherche. Le gros problème, c'est que le temps que je peux y consacrer se réduit d'année en année, à cause des autres contraintes qui prennent le dessus. Il n'y a aucun garde fou pour sauvegarder cette partie de notre métier. ","Non","","<5","","","NSPP","NSPP","NSPP","NC","NSPP","NSPP","NSPP","NSPP","NSPP","NSPP","20/70/10","Oui","Oui","4","1","2","Le métier reste passionant mais avec de plus en plus de contraintes qui le rendent difficile, stressant, avec des soirées tardives à bosser et ça, c'est devenu notre quotidien. Au regard de nos rémunérations et du niveau de notre travail, c'est tout à fait anormal. "
"94","15929327","4/11/2023 13:14","4/11/2023 13:14","4/11/2023 13:14","0","0.0.0.0","0","Anonymous","Une femme","Maître de Conférences (avec HDR)","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une composante en informatique","","","50 - 100","majoritairement non informatique (non rattaché INS2I ou INSIS)","50 - 100","<50","120","","Oui","Par nécessité de service","51 - 80","51 - 80","0","0","5","4","0","4","1","4","4","1","2","NSPP","0","0","NSPP","0","J'aime toujours enseigner mais un demi service me suffirait","Mon engagement décroit d'année en année, les charges administratives liées aux formations prennent tellement de place que cela instaure un dégoût global du métier avec cette petites phrase qui revient souvent ""mais ce n'est pas pour ça que j'ai signé""","4","0","0","0","1","2","0","0","0","1","0","0","0","1","0","3","J'aime toujours faire de la recherche","J'aime la recherche, mais cela devient impossible dans ma situation d'en faire encore de qualité et cela me déprime. ","Oui","5 - 8",">15","","","0","0","2","2","0","0","0","0","0","2","9/1/15","Non","Non","1","1","1","L'ambiance, le manque de reconnaissance, les charges administrative, le sexisme, la précarité ambiante et le manque de temps pour faire de la recherche m'ont dégoutée du métier"
"95","15929709","4/11/2023 13:37","4/11/2023 13:37","4/11/2023 13:37","0","0.0.0.0","0","Anonymous","Une femme","Maître de Conférences (sans HDR)","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","un autre département d'IUT","","",">200","majoritairement informatique (rattaché INS2I ou INSIS)","",">300","90","","Oui","","","51 - 80","0","0","5","4","5","1","2","5","4","4","4","4","1","2","2","2","J'aime toujours enseigner","","3","1","4","0","1","1","1","1","NC","4","4","4","2","3","3","3","J'aime toujours faire de la recherche","","Oui",">15",">15","","","2","0","4","2","1","NC","0","0","1","2","40/50/10","","Qui sait, sur un malentendu ...","4","3","3",""
"96","15930193","4/11/2023 14:00","4/11/2023 14:00","4/11/2023 14:00","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","","","","","","Autres établissement","Paris Dauphine","","une UFR avec une composante en informatique",">200","",">200","majoritairement informatique (rattaché INS2I ou INSIS)","50 - 100","50 - 100","0","L1 peu étiquetée informatique -> recrutement exterieur en L3 et M donc manque de continuité.

Gros retard sur le LMD et M2 toujours pensés DEA/DESS => gros problèmes pour la pédagogie et le recrutement","Oui","Un peu des deux","51 - 80","51 - 80","0","0","2","2","1","3","1","2","1","0","0","2","0","1","2","0","J'aime toujours enseigner mais un demi service me suffirait","","2","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","S'il y a un moyen de ne plus en faire sans pénaliser ma carrière, ça m'intéresse","","Oui","<5","<5","","<5","0","2","2","0","5","1","0","0","0","1","45/45/10","Qui sait, sur un malentendu ...","Non","1","1","1","recherche sur projet, libéralisation du service public, aucun avenir, fixé à une ville etc."
"97","15930282","4/11/2023 14:04","4/11/2023 14:04","4/11/2023 14:04","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","un département d'informatique d'IUT","101 - 150","","","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","30","","Oui","Par nécessité de service","51 - 80","81 - 120","0","0","5","3","5","4","4","4","3","3","2","4","2","4","4","2","J'aime toujours enseigner","","2","2","4","1","3","2","2","NSPP","NSPP","4","3","3","2","3","3","3","J'aime toujours faire de la recherche","","Oui","<5","5 - 8","","<5","2","1","2","3","4","4","3","0","2","4","45/45/10","Oui","Oui","4","2","3",""
"98","15930561","4/11/2023 14:16","4/11/2023 14:16","4/11/2023 14:16","0","0.0.0.0","0","Anonymous","Une femme","Professeur des Universités","","","","","","Ecole d'Ingénieurs (hors Université)","","","une UFR avec une forte composante en informatique",">200",">200",">200","pluridiciplinaire avec une forte composante informatique","50 - 100","50 - 100","5","","Oui","Par nécessité de service","<50","<50","0","12","4","3","2","4","3","5","4","3","3","NC","1","1","NC","1","J'aime toujours enseigner mais un demi service me suffirait","","4","2","1","4","4","1","1","0","2","5","3","3","1","3","4","NC","J'aime toujours faire de la recherche","","Oui","5 - 8","5 - 8","","","4","3","5","3","4","NC","4","1","0","4","40/50/10","Oui","","4","2","4",""
"99","15931387","4/11/2023 14:49","4/11/2023 14:49","4/11/2023 14:49","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","","","","","","Ecole d'Ingénieurs (hors Université)","","","une autre Ecole d'ingénieur","<50","","","pluridiciplinaire sans composante informatique forte","<50","<50","0","","Oui","Par nécessité de service","<50","81 - 120","0","0","5","3","5","5","5","5","5","NC","3","4","1","1","2","2","J'aime toujours enseigner","","4","2","5","5","5","4","2","2","2","5","5","4","4","4","3","NC","J'aime toujours faire de la recherche","","Oui","<5","9 - 15","","","3","3","2","2","4","3","1","5","2","2","40/40/20","Oui","Qui sait, sur un malentendu ...","4","3","3",""
"100","15931752","4/11/2023 15:07","4/11/2023 15:07","4/11/2023 15:07","0","0.0.0.0","0","Anonymous","Un homme","Autre statut","> 20 ans","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une composante en informatique",">200",">200",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","","De façon très exceptionnelle","","","","94","0","5","4","2","5","4","5","4","5","4","4","4","5","5","3","J'aime toujours enseigner","","2","1","4","1","4","NC","NC","NC","4","4","4","3","NC","4","4","4","J'aime toujours faire de la recherche mais j'ai reduit pour des raisons personnelles","","Oui",">15","<5","","<5","4","5","5","NC","3","0","3","3","3","4","1/1/1","Non","Je ne suis pas ou plus concerné","3","1","2","De plus en plus au fil des années, le système occasionne des charges croissantes en administration pour le financement de la recherche ; incite à faire ""cavalier seul""  plutôt que de travailler en équipe ; incite à faire de la recherche à 100% et à de désintéresser des autres tâches.  Heureusement un certain nombre de collègues, y compris des jeunes, ont une vraie conscience professionnelle et travaillent sur tous les aspects de leur métier, parfois au détriment de leur avancement rapide.

Le ratio enseignement/recherche/administration devrait pouvoir changer au fil des années, plus facilement qu'il ne le fait : il est bien plus facile de passer d'une dominante recherche à une dominante administration ou enseignement que l'inverse.  

"
"101","15932684","4/11/2023 15:46","4/11/2023 15:46","4/11/2023 15:46","0","0.0.0.0","0","Anonymous","Une femme","Professeur des Universités","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une forte composante en informatique",">200","50 - 100",">200","pluridiciplinaire avec une forte composante informatique",">300","101 - 200","30","","Oui","Par nécessité de service","<50","<50","50","24","4","4","4","4","3","3","3","3","3","3","2","3","4","4","J'aime toujours enseigner","","5","2","4","4","3","2","1","NSPP","NSPP","4","3","2","2","2","4","4","J'aime toujours faire de la recherche mais j'ai reduit pour des raisons personnelles","","Oui","<5","<5","","","3","4","4","5","3","3","3","3","1","4","25/50/25","Oui","Je ne suis pas ou plus concerné","4","3","3",""
"102","15933511","4/11/2023 16:19","4/11/2023 16:19","4/11/2023 16:19","0","0.0.0.0","0","Anonymous","Une femme","Professeur des Universités","> 20 ans","","> 20 ans","entre 5 et 10 ans","< 5 ans","Ecole d'Ingénieurs (hors Université)","","Toulouse","une Ecole d'ingénieur avec une forte composante en Informatique",">200","","","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","changement à venir dans l'école d'ingénieur qui va nous faire perdre la spécialité informatique.","De façon très exceptionnelle","","","","0","6 mois","5","4","4","4","1","5","4","2","3","4","1","1","1","1","J'aime toujours enseigner mais un demi service me suffirait","on fait de plus en plus d'administratif (dont secrétariat). Emploi du temps, surveillance d'examens, listings, ...","3","1","1","0","2","1","1","1","2","2","0","3","2","1","2","2","J'aime toujours faire de la recherche","financement de la recherche prend trop de temps sur le temps de recherche. On passe notre temps à chercher des sous...","Oui","5 - 8","9 - 15","",">15","2","3","3","2","4","3","0","0","0","3","45/45/10","Oui","Oui","3","1","2","nos thésards nous disent ne pas vouloir avoir la même vie que nous, c'est triste..."
